ID_Contenedor,Tipo_Contenedor,Largo_Cont_m,Ancho_Cont_m,Alto_Cont_m,Capacidad_Total_m3,Grupo_Compatibilidad,Tipo_Mercancia,Producto,ID_Producto,Volumen_Ocupado_m3,Peso_Toneladas,Puerto_Destino,Prioridad_Descarga,Precio_por_cm3_USD,Costo_Total_USD,Porcentaje_Ocupacion
C033618,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5591,2.89,0.688,Miami,Alta,0.95,55281998.8,3.78
C017152,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO7457,1.12,0.272,Shanghai,Media,0.95,54575512.54,1.47
C017886,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO4468,2.65,0.715,Miami,Alta,0.95,43665394.25,3.47
C007312,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN5433,0.92,0.21,Shanghai,Media,0.72,36598703.18,1.36
C032132,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9385,2.63,0.67,Rotterdam,Alta,0.72,33775754.55,3.88
C011748,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN4007,0.53,0.129,Rotterdam,Alta,0.72,42226763.01,0.78
C007618,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1816,1.78,0.435,Valparaíso,Media,0.72,44612284.6,2.63
C003088,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN9686,2.42,0.652,Rotterdam,Alta,0.72,42448680.08,3.57
C041150,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO2217,2.84,0.76,Los Ángeles,Media,0.95,59193203.44,3.72
C004610,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO7157,2.77,0.706,Rotterdam,Alta,0.95,63200665.17,3.63
C018720,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO9884,2.55,0.609,Shanghai,Media,0.95,62885282.72,3.34
C035099,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO7760,2.72,0.677,Shanghai,Alta,0.95,57597372.81,3.56
C007952,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2362,1.0,0.245,Miami,Alta,0.72,37314642.5,1.48
C013661,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9899,1.21,0.294,Busan,Alta,0.72,31677665.86,1.79
C046151,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5053,1.22,0.281,Los Ángeles,Media,0.95,43594881.96,1.6
C039135,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO1871,1.44,0.363,Rotterdam,Alta,0.95,56266547.09,1.88
C018958,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2607,1.48,0.355,Los Ángeles,Media,0.72,42384882.51,2.19
C022679,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7472,1.86,0.48,Shanghai,Baja,0.72,37427740.37,2.75
C014522,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6240,0.9,0.217,Valparaíso,Media,0.72,39593346.7,1.33
C049714,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO6631,2.23,0.55,Shanghai,Baja,0.95,54684184.64,2.92
C041446,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1563,0.92,0.209,Los Ángeles,Media,0.72,31559780.01,1.36
C045638,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO6511,1.28,0.352,Shanghai,Media,0.95,60287906.38,1.68
C026810,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO3472,1.76,0.441,Shanghai,Baja,0.95,55471603.28,2.3
C007332,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE9986,2.49,0.563,Busan,Media,0.72,41508541.96,3.68
C036184,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO1236,2.35,0.592,Shanghai,Media,0.95,47828447.62,3.08
C000109,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO6980,2.11,0.567,Rotterdam,Alta,0.95,56773234.31,2.76
C031745,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO7440,0.89,0.235,Los Ángeles,Media,0.72,35108908.05,1.31
C041558,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0775,1.87,0.486,Shanghai,Media,0.72,35383882.39,2.76
C023747,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1934,0.72,0.167,Busan,Media,0.72,43285481.32,1.06
C035467,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO9656,1.44,0.371,Shanghai,Alta,0.95,65385448.47,1.88
C003742,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6777,1.53,0.403,Busan,Media,0.72,38712797.91,2.26
C010524,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2461,0.6,0.152,Shanghai,Media,0.72,30827144.57,0.89
C011444,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7533,1.18,0.318,Shanghai,Media,0.72,42650733.13,1.74
C014733,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB4991,2.89,0.69,Shanghai,Media,0.72,39539630.45,4.27
C027680,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB4986,2.88,0.683,Rotterdam,Media,0.72,29075277.43,4.25
C031990,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5689,1.38,0.371,Los Ángeles,Media,0.95,65382881.99,1.81
C006159,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO0200,0.61,0.156,Shanghai,Baja,0.95,51408462.75,0.8
C015755,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5041,0.95,0.214,Miami,Media,0.72,32152156.54,1.4
C039534,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO4379,1.48,0.359,Rotterdam,Alta,0.72,34236813.47,2.19
C024865,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2568,2.87,0.769,Los Ángeles,Media,0.72,36201713.41,4.24
C036538,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO6116,0.85,0.192,Rotterdam,Alta,0.95,47619182.96,1.11
C041449,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN1071,2.41,0.543,Los Ángeles,Media,0.72,37795729.14,3.56
C042398,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN9280,0.77,0.184,Los Ángeles,Media,0.72,37979824.04,1.14
C019056,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2773,2.95,0.799,Shanghai,Media,0.72,28305182.46,4.36
C047458,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO2632,1.45,0.392,Busan,Media,0.95,58727351.05,1.9
C021299,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO7875,2.44,0.612,Shanghai,Media,0.95,61524728.68,3.19
C048940,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO8405,1.36,0.344,Rotterdam,Alta,0.95,57647523.6,1.78
C018552,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1851,2.07,0.5,Shanghai,Media,0.72,31156649.35,3.06
C003501,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO6171,0.98,0.232,Shanghai,Alta,0.72,44833732.44,1.45
C023048,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO6653,0.87,0.231,Shanghai,Media,0.95,46755161.29,1.14
C032536,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB3382,2.85,0.656,Busan,Baja,0.72,33064977.09,4.21
C020095,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE7119,2.79,0.696,Shanghai,Media,0.72,40833007.45,4.12
C013760,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2238,2.72,0.698,Shanghai,Media,0.72,27323678.89,4.02
C020889,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO2205,2.06,0.474,Rotterdam,Alta,0.72,30618790.89,3.04
C043564,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8071,2.52,0.632,Los Ángeles,Baja,0.72,26826086.18,3.72
C044498,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO1923,0.67,0.17,Rotterdam,Alta,0.95,55534755.03,0.88
C008407,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO7667,1.34,0.351,Los Ángeles,Media,0.95,42722201.08,1.75
C042049,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO1241,1.28,0.303,Rotterdam,Alta,0.95,50088733.86,1.68
C021501,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1964,2.09,0.501,Shanghai,Media,0.72,41685403.53,3.09
C021812,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0928,1.39,0.352,Shanghai,Media,0.72,41830998.82,2.05
C044696,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO2733,0.87,0.239,Rotterdam,Alta,0.95,48702404.3,1.14
C015931,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2524,1.99,0.469,Valparaíso,Media,0.72,28421840.79,2.94
C005256,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2104,2.54,0.697,Shanghai,Media,0.72,28623914.42,3.75
C000485,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9603,1.46,0.381,Rotterdam,Baja,0.72,29345998.55,2.16
C016195,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB3488,0.83,0.221,Busan,Alta,0.72,28185237.17,1.23
C012092,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO4737,0.99,0.227,Busan,Media,0.95,66675367.59,1.3
C042808,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6728,1.09,0.262,Valparaíso,Media,0.72,30780076.15,1.61
C002335,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO5047,1.25,0.285,Valparaíso,Media,0.72,37819836.69,1.85
C043933,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1692,2.11,0.514,Los Ángeles,Media,0.72,38536930.24,3.12
C034098,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9310,2.0,0.548,Valparaíso,Alta,0.72,28323234.5,2.95
C029957,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO1333,2.24,0.516,Shanghai,Media,0.95,66624448.47,2.93
C019419,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE0283,1.41,0.357,Busan,Media,0.72,28572412.06,2.08
C020376,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB4311,2.56,0.577,Shanghai,Alta,0.72,34791349.69,3.78
C028357,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8379,1.01,0.263,Los Ángeles,Media,0.72,32128081.74,1.49
C015425,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO1866,1.67,0.392,Rotterdam,Alta,0.72,40504669.17,2.47
C001053,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2915,2.5,0.579,Valparaíso,Media,0.72,37069915.36,3.69
C047147,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO6190,0.95,0.23,Shanghai,Alta,0.95,53317793.06,1.24
C014715,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8802,0.77,0.203,Shanghai,Baja,0.72,36137623.39,1.14
C024918,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2624,2.71,0.624,Shanghai,Media,0.72,31501115.36,4.0
C038715,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8811,1.36,0.322,Los Ángeles,Media,0.72,43852714.65,2.01
C000502,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6373,2.21,0.498,Shanghai,Baja,0.72,35736550.68,3.26
C027819,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7015,0.56,0.153,Shanghai,Alta,0.72,43032369.84,0.83
C014690,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE4272,2.23,0.568,Shanghai,Media,0.72,36428779.05,3.29
C043928,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO9301,1.29,0.337,Shanghai,Media,0.95,48515791.88,1.69
C003259,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,PLATA,PLA1134,0.64,0.165,Shanghai,Media,0.95,60027418.54,0.84
C036885,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO6359,2.02,0.469,Miami,Media,0.95,61547513.05,2.64
C028208,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5748,1.1,0.28,Shanghai,Media,0.95,42563236.26,1.44
C048557,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6496,1.47,0.34,Valparaíso,Alta,0.72,28250913.52,2.17
C009437,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO7250,0.7,0.172,Busan,Media,0.95,46089227.9,0.92
C013274,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_Pesada_Industrial,MINERO,ESTAÑO,EST2783,0.87,0.22,Shanghai,Media,0.85,21683125.9,2.62
C020137,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO4921,1.24,0.314,Valparaíso,Media,0.95,40280934.73,1.62
C028237,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7284,0.72,0.166,Rotterdam,Alta,0.72,34768865.07,1.06
C012502,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8030,2.78,0.63,Miami,Baja,0.72,32971020.54,4.11
C005538,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1506,0.52,0.138,Miami,Baja,0.72,44070458.4,0.77
C002067,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO9918,1.71,0.447,Valparaíso,Media,0.95,60685244.09,2.24
C011693,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5183,0.81,0.186,Shanghai,Media,0.72,37905437.58,1.2
C044197,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB3066,1.27,0.294,Los Ángeles,Alta,0.72,30573376.56,1.88
C005284,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO3111,2.82,0.76,Los Ángeles,Media,0.95,64001129.12,3.69
C034405,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO1383,0.9,0.237,Shanghai,Media,0.72,33994846.58,1.33
C020661,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8864,2.91,0.8,Rotterdam,Alta,0.72,42137596.44,4.3
C015163,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE4998,1.01,0.24,Los Ángeles,Media,0.72,29536724.94,1.49
C003834,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1645,2.35,0.586,Shanghai,Media,0.72,30941094.85,3.47
C011112,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5971,1.87,0.443,Shanghai,Media,0.72,38918829.72,2.76
C037182,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9865,2.71,0.694,Miami,Media,0.72,28916608.7,4.0
C003936,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1508,1.88,0.434,Los Ángeles,Media,0.72,27350602.73,2.78
C012851,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7422,1.84,0.426,Shanghai,Media,0.72,32611129.67,2.72
C008301,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO0095,0.99,0.226,Busan,Baja,0.95,65300665.69,1.3
C023546,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE2150,0.92,0.239,Los Ángeles,Media,0.72,39031995.37,1.36
C027083,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7336,2.79,0.697,Shanghai,Baja,0.72,29332488.87,4.12
C040048,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN8404,1.32,0.338,Los Ángeles,Baja,0.72,32381426.25,1.95
C037585,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB3148,1.43,0.385,Shanghai,Media,0.72,44031549.15,2.11
C001090,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9747,2.4,0.629,Rotterdam,Alta,0.72,42698042.1,3.55
C042721,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5456,1.35,0.335,Shanghai,Media,0.72,32496890.43,1.99
C036985,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO2338,2.88,0.79,Shanghai,Media,0.95,53497118.75,3.77
C020003,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8985,2.34,0.58,Rotterdam,Alta,0.72,28554838.04,3.46
C022461,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO4654,1.99,0.459,Shanghai,Media,0.95,65204308.62,2.6
C007850,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO4325,2.7,0.742,Los Ángeles,Media,0.95,63467200.31,3.53
C035409,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7716,0.62,0.14,Busan,Baja,0.72,44507881.65,0.92
C020906,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO0625,1.14,0.288,Miami,Alta,0.95,42049357.86,1.49
C038927,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2745,1.66,0.399,Rotterdam,Alta,0.72,40321567.57,2.45
C004099,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN6121,1.07,0.268,Shanghai,Media,0.72,39477776.92,1.58
C030479,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO8309,2.36,0.597,Los Ángeles,Media,0.95,41167821.15,3.09
C026069,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2335,2.8,0.664,Shanghai,Alta,0.72,44827321.81,4.14
C003198,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5958,1.56,0.394,Busan,Media,0.95,43628951.86,2.04
C002403,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN6245,1.36,0.357,Valparaíso,Alta,0.72,34060395.85,2.01
C001735,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9546,2.9,0.691,Rotterdam,Alta,0.72,40813077.21,4.28
C022918,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO7375,1.61,0.393,Busan,Media,0.72,36988576.25,2.38
C035033,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8739,1.72,0.41,Miami,Alta,0.72,34804289.8,2.54
C016033,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB3510,1.38,0.367,Shanghai,Media,0.72,35106485.04,2.04
C027893,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8034,2.77,0.724,Rotterdam,Alta,0.72,43675840.44,4.09
C037937,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9465,1.92,0.516,Los Ángeles,Media,0.72,40254419.81,2.84
C006687,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7086,2.41,0.563,Rotterdam,Alta,0.72,44520939.1,3.56
C022155,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0251,2.53,0.579,Shanghai,Media,0.72,40115556.75,3.74
C032892,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_Pesada_Industrial,MINERO,ESTAÑO,EST5660,1.35,0.312,Shanghai,Media,0.85,25252622.28,4.07
C001447,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5814,1.58,0.368,Shanghai,Alta,0.72,44531622.59,2.33
C017263,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0389,2.62,0.659,Rotterdam,Baja,0.72,42347605.97,3.87
C027954,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB4668,1.41,0.386,Shanghai,Media,0.72,38692311.17,2.08
C040125,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6403,2.48,0.602,Miami,Alta,0.72,28464076.68,3.66
C027534,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO0638,2.85,0.778,Shanghai,Media,0.95,41610239.76,3.73
C009608,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO9636,2.06,0.467,Shanghai,Baja,0.72,34288564.6,3.04
C000707,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO3831,2.35,0.638,Shanghai,Media,0.95,53070993.38,3.08
C009562,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7463,2.51,0.587,Miami,Media,0.72,42379373.26,3.71
C041754,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7853,2.61,0.706,Shanghai,Media,0.72,30487394.79,3.86
C001480,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2280,1.49,0.339,Shanghai,Media,0.72,32187153.33,2.2
C002410,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2534,0.63,0.172,Rotterdam,Alta,0.72,40461949.16,0.93
C012932,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6235,1.5,0.353,Shanghai,Media,0.72,41458270.95,2.22
C034091,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO8159,2.18,0.523,Rotterdam,Alta,0.72,38270287.07,3.22
C004978,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1111,1.63,0.407,Rotterdam,Alta,0.72,43756357.18,2.41
C004573,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8588,2.37,0.578,Rotterdam,Alta,0.72,40384092.96,3.5
C023091,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO1716,1.39,0.359,Shanghai,Alta,0.72,43428499.63,2.05
C040044,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2172,2.09,0.572,Los Ángeles,Alta,0.72,41552659.41,3.09
C031947,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO4674,0.97,0.248,Shanghai,Media,0.95,64395277.87,1.27
C047063,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO0940,2.37,0.619,Miami,Alta,0.95,46020888.59,3.1
C048923,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO7209,1.86,0.427,Valparaíso,Media,0.95,63795413.16,2.43
C000236,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8485,1.01,0.259,Shanghai,Media,0.72,43281185.34,1.49
